순위,광역지자체명,기초지자체명,관광지명,기준연월,입장객수,
3,강원특별자치도,양양군,낙산사,202205,112172.0,1193348.0
3,강원특별자치도,양양군,낙산사,202206,104600.0,1193348.0
3,강원특별자치도,양양군,낙산사,202207,100172.0,1193348.0
3,강원특별자치도,양양군,낙산사,202208,123667.0,1193348.0
3,강원특별자치도,양양군,낙산사,202209,96173.0,1193348.0
3,강원특별자치도,양양군,낙산사,202210,149149.0,1193348.0
3,강원특별자치도,양양군,낙산사,202211,94146.0,1193348.0
3,강원특별자치도,양양군,낙산사,202212,76901.0,1193348.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202201,76277.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202202,61933.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202203,45833.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202204,78931.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202205,107268.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202206,96574.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202207,29675.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202208,49840.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202209,64793.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202210,210103.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202211,118248.0,964122.0
4,강원특별자치도,철원군,철원한탄강 주상절리길 잔도,202212,24647.0,964122.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202201,56979.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202202,50317.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202203,36770.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202204,53179.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202205,84403.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202206,73848.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202207,74349.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202208,104114.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202209,80703.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202210,199962.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202211,89892.0,952605.0
5,강원특별자치도,평창군,오대산국립공원(월정사),202212,48089.0,952605.0
6,강원특별자치도,원주시,소금산그랜드밸리,202201,60188.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202202,77817.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202203,65390.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202204,91921.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202205,105222.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202206,80757.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202207,40572.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202208,32130.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202209,53336.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202210,120812.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202211,67013.0,815516.0
6,강원특별자치도,원주시,소금산그랜드밸리,202212,20358.0,815516.0
7,강원특별자치도,속초시,속초해수욕장,202201,33190.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202202,30463.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202203,25162.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202204,59725.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202205,77018.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202206,72231.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202207,106936.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202208,123446.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202209,61366.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202210,67096.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202211,50812.0,764771.0
7,강원특별자치도,속초시,속초해수욕장,202212,57326.0,764771.0
8,강원특별자치도,속초시,아바이마을(갯배),202201,42284.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202202,58475.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202203,28631.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202204,28631.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202205,68751.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202206,77163.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202207,74746.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202208,98586.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202209,56865.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202210,79116.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202211,55798.0,711585.0
8,강원특별자치도,속초시,아바이마을(갯배),202212,42539.0,711585.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202201,53352.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202202,48114.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202203,24248.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202204,47971.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202205,65916.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202206,61494.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202207,58181.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202208,71022.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202209,48501.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202210,73812.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202211,51263.0,642737.0
9,강원특별자치도,강릉시,오죽헌.시립박물관,202212,38863.0,642737.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202201,36933.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202202,33182.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202203,11260.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202204,15136.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202205,40406.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202206,49260.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202207,90177.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202208,98003.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202209,59691.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202210,107306.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202211,38100.0,611313.0
10,강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),202212,31859.0,611313.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202201,41106.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202202,34171.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202203,22019.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202204,51705.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202205,76052.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202206,65053.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202207,45128.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202208,51083.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202209,46861.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202210,86229.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202211,49258.0,594723.0
11,강원특별자치도,춘천시,춘천 삼악산 호수케이블카,202212,26058.0,594723.0
12,강원특별자치도,고성군,통일전망대,202201,40644.0,554910.0
12,강원특별자치도,고성군,통일전망대,202202,33753.0,554910.0
12,강원특별자치도,고성군,통일전망대,202203,15355.0,554910.0
12,강원특별자치도,고성군,통일전망대,202204,31433.0,554910.0
12,강원특별자치도,고성군,통일전망대,202205,53028.0,554910.0
12,강원특별자치도,고성군,통일전망대,202206,57397.0,554910.0
12,강원특별자치도,고성군,통일전망대,202207,58579.0,554910.0
12,강원특별자치도,고성군,통일전망대,202208,82012.0,554910.0
12,강원특별자치도,고성군,통일전망대,202209,46583.0,554910.0
12,강원특별자치도,고성군,통일전망대,202210,72584.0,554910.0
12,강원특별자치도,고성군,통일전망대,202211,34061.0,554910.0
12,강원특별자치도,고성군,통일전망대,202212,29481.0,554910.0
13,강원특별자치도,정선군,하이원 스키장,202201,174079.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202202,134818.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202203,13571.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202204,0.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202205,0.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202206,0.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202207,0.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202208,0.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202209,0.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202210,0.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202211,0.0,452256.0
13,강원특별자치도,정선군,하이원 스키장,202212,129788.0,452256.0
14,강원특별자치도,동해시,무릉계곡,202201,19539.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202202,18644.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202203,13069.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202204,37660.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202205,47905.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202206,47697.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202207,56753.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202208,51669.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202209,32462.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202210,70038.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202211,39214.0,445024.0
14,강원특별자치도,동해시,무릉계곡,202212,10374.0,445024.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202201,114173.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202202,81777.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202203,4556.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202204,0.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202205,0.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202206,0.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202207,0.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202208,0.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202209,0.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202210,19908.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202211,4945.0,390462.0
15,강원특별자치도,횡성군,웰리힐리파크(스키장),202212,165103.0,390462.0
16,강원특별자치도,평창군,대관령 양떼목장,202201,32939.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202202,23616.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202203,10741.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202204,23889.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202205,40809.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202206,34182.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202207,37691.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202208,54034.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202209,32809.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202210,45833.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202211,23219.0,378675.0
16,강원특별자치도,평창군,대관령 양떼목장,202212,18913.0,378675.0
17,강원특별자치도,속초시,설악워터피아,202201,18610.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202202,20018.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202203,4303.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202204,14655.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202205,28031.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202206,42093.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202207,56103.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202208,90512.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202209,26269.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202210,22389.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202211,18030.0,376878.0
17,강원특별자치도,속초시,설악워터피아,202212,35865.0,376878.0
18,강원특별자치도,강릉시,하슬라아트월드,202201,35269.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202202,31680.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202203,13819.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202204,22033.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202205,30378.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202206,28879.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202207,36720.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202208,53200.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202209,27700.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202210,35962.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202211,26321.0,369472.0
18,강원특별자치도,강릉시,하슬라아트월드,202212,27511.0,369472.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202201,28936.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202202,24181.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202203,9063.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202204,22136.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202205,34993.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202206,36006.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202207,37739.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202208,45983.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202209,32047.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202210,45091.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202211,27115.0,365912.0
19,강원특별자치도,동해시,도째비골 스카이밸리,202212,22622.0,365912.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202201,24343.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202202,18523.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202203,5639.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202204,6246.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202205,36884.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202206,44594.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202207,58937.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202208,57300.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202209,23753.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202210,23104.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202211,17642.0,356802.0
20,강원특별자치도,평창군,휘닉스파크(워터파크),202212,39837.0,356802.0
21,강원특별자치도,원주시,HDC(골프장),202201,1629.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202202,7155.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202203,21484.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202204,38349.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202205,41756.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202206,36142.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202207,35573.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202208,33369.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202209,38330.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202210,39890.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202211,27864.0,325639.0
21,강원특별자치도,원주시,HDC(골프장),202212,4098.0,325639.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202201,19809.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202202,19034.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202203,10214.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202204,19916.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202205,34294.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202206,37356.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202207,34302.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202208,41395.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202209,25373.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202210,41936.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202211,21946.0,321711.0
22,강원특별자치도,고성군,화진포관광지 역사안보전시관,202212,16136.0,321711.0
23,강원특별자치도,고성군,화암사,202201,11992.0,311802.0
23,강원특별자치도,고성군,화암사,202202,12054.0,311802.0
23,강원특별자치도,고성군,화암사,202203,6167.0,311802.0
23,강원특별자치도,고성군,화암사,202204,12047.0,311802.0
23,강원특별자치도,고성군,화암사,202205,7544.0,311802.0
23,강원특별자치도,고성군,화암사,202206,21065.0,311802.0
23,강원특별자치도,고성군,화암사,202207,23837.0,311802.0
23,강원특별자치도,고성군,화암사,202208,33585.0,311802.0
23,강원특별자치도,고성군,화암사,202209,32419.0,311802.0
23,강원특별자치도,고성군,화암사,202210,85970.0,311802.0
23,강원특별자치도,고성군,화암사,202211,39806.0,311802.0
23,강원특별자치도,고성군,화암사,202212,25316.0,311802.0
24,강원특별자치도,춘천시,소양강 스카이워크,202201,23964.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202202,22070.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202203,15859.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202204,22872.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202205,39342.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202206,32638.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202207,25612.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202208,30689.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202209,26195.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202210,33836.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202211,23458.0,308433.0
24,강원특별자치도,춘천시,소양강 스카이워크,202212,11898.0,308433.0
25,강원특별자치도,춘천시,구곡폭포,202201,15481.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202202,13692.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202203,12255.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202204,19125.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202205,39377.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202206,31870.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202207,33050.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202208,33856.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202209,27833.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202210,46645.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202211,22174.0,308373.0
25,강원특별자치도,춘천시,구곡폭포,202212,13015.0,308373.0
26,강원특별자치도,평창군,삼양라운드힐,202201,29891.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202202,19567.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202203,6217.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202204,13776.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202205,28577.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202206,21195.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202207,26205.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202208,37428.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202209,26199.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202210,39488.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202211,18843.0,283187.0
26,강원특별자치도,평창군,삼양라운드힐,202212,15801.0,283187.0
27,강원특별자치도,춘천시,강원도립화목원,202201,2803.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202202,2738.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202203,5900.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202204,35904.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202205,67448.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202206,82792.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202207,7922.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202208,8732.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202209,11093.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202210,36821.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202211,13777.0,278829.0
27,강원특별자치도,춘천시,강원도립화목원,202212,2899.0,278829.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202201,113295.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202202,89734.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202203,6640.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202204,0.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202205,0.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202206,0.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202207,0.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202208,0.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202209,0.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202210,0.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202211,0.0,255603.0
28,강원특별자치도,평창군,휘닉스파크(스키장),202212,45934.0,255603.0
29,강원특별자치도,춘천시,강촌레일파크,202201,5786.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202202,6708.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202203,7278.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202204,25188.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202205,38564.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202206,26118.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202207,16282.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202208,23132.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202209,28256.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202210,45114.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202211,24378.0,253198.0
29,강원특별자치도,춘천시,강촌레일파크,202212,6394.0,253198.0
30,강원특별자치도,원주시,센추리21골프장,202201,3700.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202202,9585.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202203,18986.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202204,25733.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202205,27379.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202206,27603.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202207,25785.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202208,24132.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202209,25033.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202210,27580.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202211,24861.0,245587.0
30,강원특별자치도,원주시,센추리21골프장,202212,5210.0,245587.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202201,15307.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202202,13522.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202203,10208.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202204,15153.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202205,19438.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202206,20895.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202207,22590.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202208,26976.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202209,23074.0,243989.0
31,강원특별자치도,양양군,오색그린야드호텔 온천 이용객,202210,29869.0,243989.0
